season,team,sos
2014,NC-Grnsboro ,-7.6
2014,Nicholls St ,-7.7
2014,Samford ,-7.8
2014,Beth-Cook ,-7.8
2014,New Orleans ,-7.9
2014,Houston Bap ,-7.9
2014,Campbell ,-8.0
2014,SE Louisiana ,-8.1
2014,S Car State ,-8.2
2014,Maryland ES ,-8.3
2014,Presbyterian ,-8.7
2014,App State ,-8.7
2014,Ark Pine Bl ,-8.7
2014,Furman ,-8.9
2014,Prairie View ,-8.9
2014,Citadel ,-9.0
2014,Longwood ,-9.4
2014,Alab A&M ,-9.8
2014,Alcorn State ,-9.9
2014,Alabama St ,-10.8
2014,Miss Val St ,-11.4
2014,Grambling St ,-12.6
2014,Abilene Christian ,-12.6
2014,Incarnate Word ,-14.3
2015,Kansas ,11.4
2015,Duke ,11.2
2015,N Carolina ,11.1
2015,Oklahoma ,10.3
2015,Iowa State ,9.8
2015,Wisconsin ,9.7
2015,Texas ,9.6
2015,Virginia ,9.5
2015,Kentucky ,9.5
2015,Louisville ,9.4
2015,Baylor ,9.2
2015,Iowa ,9.0
2015,Ohio State ,8.6
2015,Michigan St ,8.6
2015,Oklahoma St ,8.5
2015,W Virginia ,8.5
2015,Georgetown ,8.4
2015,Kansas St ,8.3
2015,Florida ,8.1
2015,Butler ,7.9
2015,Villanova ,7.9
2015,Utah ,7.9
2015,Arizona ,7.8
2015,NC State ,7.7
2015,Illinois ,7.7
2015,Notre Dame ,7.5
2015,Purdue ,7.5
2015,Maryland ,7.4
2015,Providence ,7.4
2015,Indiana ,7.3
2015,Minnesota ,7.1
2015,Syracuse ,7.0
2015,Georgia ,6.9
2015,Xavier ,6.9
2015,Michigan ,6.9
2015,St Johns ,6.8
2015,Miami (FL) ,6.6
2015,UCLA ,6.5
2015,Stanford ,6.4
2015,Nebraska ,6.2
2015,GA Tech ,6.2
2015,Marquette ,6.1
2015,S Carolina ,6.1
2015,TX Christian ,6.0
2015,Seton Hall ,5.9
2015,Arkansas ,5.8
2015,Mississippi ,5.8
2015,Gonzaga ,5.7
2015,Alabama ,5.7
2015,VCU ,5.7
2015,Tennessee ,5.7
2015,Creighton ,5.6
2015,Texas A&M ,5.6
2015,Boston Col ,5.6
2015,Northwestern ,5.5
2015,Wake Forest ,5.4
2015,Arizona St ,5.4
2015,Clemson ,5.3
2015,Pittsburgh ,5.2
2015,LSU ,5.1
2015,Penn State ,5.1
2015,Colorado ,5.0
2015,Rutgers ,4.9
2015,Vanderbilt ,4.8
2015,Florida St ,4.7
2015,Oregon ,4.6
2015,Connecticut ,4.4
2015,DePaul ,4.3
2015,Missouri ,4.2
2015,Davidson ,4.2
2015,Texas Tech ,4.1
2015,Geo Wshgtn ,4.0
2015,BYU ,3.9
2015,California ,3.9
2015,San Diego St ,3.8
2015,Washington ,3.7
2015,Auburn ,3.7
2015,S Methodist ,3.7
2015,Richmond ,3.7
2015,U Mass ,3.7
2015,Cincinnati ,3.4
2015,Wichita St ,3.3
2015,Wash State ,3.3
2015,La Salle ,3.1
2015,Lg Beach St ,3.1
2015,Oregon St ,3.0
2015,Dayton ,3.0
2015,USC ,3.0
2015,Temple ,3.0
2015,N Iowa ,2.9
2015,UNLV ,2.9
2015,San Diego ,2.8
2015,Boise State ,2.7
2015,Memphis ,2.6
2015,St Marys ,2.5
2015,VA Tech ,2.5
2015,Illinois St ,2.4
2015,Geo Mason ,2.3
2015,Miss State ,2.2
2015,Tulsa ,2.2
2015,Rhode Island ,2.2
2015,Pepperdine ,1.7
2015,Buffalo ,1.7
2015,St Josephs ,1.6
2015,Loyola Mymt ,1.6
2015,New Mexico ,1.6
2015,Colorado St ,1.5
2015,St Bonavent ,1.4
2015,San Fransco ,1.3
2015,Portland ,1.2
2015,Toledo ,1.0
2015,Yale ,0.9
2015,UCSB ,0.8
2015,Santa Clara ,0.7
2015,Charlotte ,0.4
2015,Utah State ,0.2
2015,Evansville ,0.2
2015,Cal Poly ,0.1
2015,UC Irvine ,0.1
2015,Fordham ,0.0
2015,Harvard ,0.0
2015,Fresno St ,-0.0
2015,Northeastrn ,-0.1
2015,Wm & Mary ,-0.2
2015,Ohio ,-0.2
2015,Duquesne ,-0.3
2015,Wyoming ,-0.3
2015,Loyola-Chi ,-0.3
2015,WI-Grn Bay ,-0.3
2015,Oakland ,-0.4
2015,TX El Paso ,-0.4
2015,Indiana St ,-0.4
2015,Old Dominion ,-0.5
2015,Iona ,-0.5
2015,W Michigan ,-0.5
2015,Cleveland St ,-0.5
2015,Saint Louis ,-0.7
2015,Pacific ,-0.7
2015,LA Tech ,-0.7
2015,Akron ,-0.7
2015,Drake ,-0.7
2015,S Florida ,-0.8
2015,Georgia St ,-0.8
2015,N Illinois ,-0.9
2015,NC-Wilmgton ,-0.9
2015,American ,-0.9
2015,Kent State ,-1.0
2015,Missouri St ,-1.0
2015,Detroit ,-1.0
2015,Bowling Grn ,-1.0
2015,Columbia ,-1.0
2015,W Kentucky ,-1.1
2015,Tulane ,-1.1
2015,Manhattan ,-1.2
2015,Bradley ,-1.2
2015,Dartmouth ,-1.2
2015,Cornell ,-1.2
2015,Canisius ,-1.3
2015,UAB ,-1.3
2015,U Penn ,-1.3
2015,Delaware ,-1.4
2015,Princeton ,-1.4
2015,Ball State ,-1.4
2015,E Carolina ,-1.5
2015,Murray St ,-1.5
2015,Miami (OH) ,-1.5
2015,Middle Tenn ,-1.5
2015,Col Charlestn ,-1.6
2015,Drexel ,-1.6
2015,Rider ,-1.6
2015,Morehead St ,-1.6
2015,Monmouth ,-1.6
2015,S Illinois ,-1.7
2015,Wofford ,-1.7
2015,Central Mich ,-1.8
2015,Belmont ,-1.8
2015,St Peters ,-1.8
2015,Marist ,-1.8
2015,James Mad ,-1.8
2015,Air Force ,-1.8
2015,Nevada ,-1.8
2015,Lehigh ,-1.8
2015,Hawaii ,-1.8
2015,Houston ,-1.8
2015,Valparaiso ,-1.8
2015,Siena ,-1.8
2015,IUPUI ,-1.8
2015,Colgate ,-1.8
2015,E Michigan ,-1.9
2015,Hofstra ,-1.9
2015,WI-Milwkee ,-2.0
2015,E Kentucky ,-2.0
2015,Stony Brook ,-2.1
2015,Ste F Austin ,-2.1
2015,N Mex State ,-2.1
2015,Central FL ,-2.2
2015,Bucknell ,-2.2
2015,UC Davis ,-2.2
2015,Niagara ,-2.2
2015,Fairfield ,-2.3
2015,Wright State ,-2.3
2015,Oral Roberts ,-2.3
2015,S Dakota St ,-2.4
2015,Boston U ,-2.4
2015,Quinnipiac ,-2.4
2015,Lafayette ,-2.5
2015,Cal St Nrdge ,-2.5
2015,Loyola-MD ,-2.6
2015,Holy Cross ,-2.6
2015,Denver ,-2.6
2015,UC Riverside ,-2.6
2015,Brown ,-2.6
2015,CS Fullerton ,-2.7
2015,Elon ,-2.8
2015,TN Martin ,-2.9
2015,TX-Arlington ,-2.9
2015,IL-Chicago ,-2.9
2015,E Illinois ,-2.9
2015,Albany ,-3.0
2015,Vermont ,-3.1
2015,Towson ,-3.1
2015,E Tenn St ,-3.2
2015,E Washingtn ,-3.2
2015,App State ,-3.2
2015,North Texas ,-3.2
2015,South Dakota ,-3.2
2015,TN Tech ,-3.2
2015,Bryant ,-3.2
2015,N Florida ,-3.3
2015,Marshall ,-3.3
2015,Mercer ,-3.3
2015,W Carolina ,-3.3
2015,Montana ,-3.3
2015,High Point ,-3.4
2015,Navy ,-3.5
2015,NC Central ,-3.5
2015,N Arizona ,-3.5
2015,St Fran (PA) ,-3.5
2015,LA Lafayette ,-3.6
2015,San Jose St ,-3.7
2015,S Mississippi ,-3.7
2015,Rice ,-3.7
2015,Mt St Marys ,-3.7
2015,Rob Morris ,-3.7
2015,N Dakota St ,-3.8
2015,Army ,-3.8
2015,SE Missouri ,-3.8
2015,Chattanooga ,-3.8
2015,IPFW ,-3.9
2015,Youngs St ,-3.9
2015,Fla Gulf Cst ,-4.0
2015,TX-San Ant ,-4.0
2015,Sam Hous St ,-4.0
2015,Fla Atlantic ,-4.0
2015,TX Southern ,-4.1
2015,Massachusetts Lowell ,-4.1
2015,N Kentucky ,-4.1
2015,VA Military ,-4.2
2015,AR Lit Rock ,-4.2
2015,Gard-Webb ,-4.2
2015,NJIT ,-4.3
2015,Maryland ES ,-4.3
2015,LA Monroe ,-4.3
2015,Norfolk St ,-4.3
2015,Neb Omaha ,-4.4
2015,LIU-Brooklyn ,-4.4
2015,Maine ,-4.4
2015,Idaho ,-4.4
2015,S Alabama ,-4.4
2015,Weber State ,-4.5
2015,N Hampshire ,-4.5
2015,Florida Intl ,-4.5
2015,Austin Peay ,-4.5
2015,Hartford ,-4.6
2015,Radford ,-4.7
2015,GA Southern ,-4.7
2015,SIU Edward ,-4.7
2015,Charl South ,-4.7
2015,Wagner ,-4.7
2015,Portland St ,-4.8
2015,Texas State ,-4.8
2015,Arkansas St ,-4.9
2015,NC-Asheville ,-4.9
2015,Sacred Hrt ,-4.9
2015,F Dickinson ,-4.9
2015,Coastal Car ,-4.9
2015,Furman ,-4.9
2015,Montana St ,-5.0
2015,TN State ,-5.0
2015,St Fran (NY) ,-5.1
2015,Jksnville St ,-5.1
2015,W Illinois ,-5.1
2015,UMKC ,-5.2
2015,Sac State ,-5.3
2015,SC Upstate ,-5.4
2015,Lipscomb ,-5.4
2015,Binghamton ,-5.4
2015,Winthrop ,-5.4
2015,North Dakota ,-5.5
2015,Central Conn ,-5.5
2015,NC-Grnsboro ,-5.6
2015,N Colorado ,-5.6
2015,Delaware St ,-5.6
2015,S Utah ,-5.6
2015,Maryland BC ,-5.7
2015,Morgan St ,-5.8
2015,Samford ,-5.8
2015,Idaho State ,-5.8
2015,Campbell ,-5.9
2015,Coppin State ,-5.9
2015,Hampton ,-6.0
2015,Longwood ,-6.1
2015,Howard ,-6.1
2015,Troy ,-6.1
2015,NW State ,-6.2
2015,Chicago St ,-6.2
2015,CS Bakersfld ,-6.2
2015,TX A&M-CC ,-6.3
2015,SE Louisiana ,-6.4
2015,Incarnate Word ,-6.5
2015,Seattle ,-6.5
2015,Utah Val St ,-6.6
2015,Citadel ,-6.8
2015,Prairie View ,-7.0
2015,Central Ark ,-7.1
2015,Grand Canyon ,-7.2
2015,Jackson St ,-7.4
2015,Southern ,-7.5
2015,TX-Pan Am ,-7.5
2015,Lamar ,-7.6
2015,Kennesaw St ,-7.7
2015,Ark Pine Bl ,-7.8
2015,Houston Bap ,-7.9
2015,S Car State ,-8.1
2015,Savannah St ,-8.1
2015,Presbyterian ,-8.2
2015,Liberty ,-8.4
2015,New Orleans ,-8.4
2015,McNeese St ,-8.5
2015,NC A&T ,-8.5
2015,Florida A&M ,-8.6
2015,Stetson ,-8.8
2015,Abilene Christian ,-9.0
2015,Jacksonville ,-9.0
2015,Nicholls St ,-9.3
2015,Beth-Cook ,-9.4
2015,Miss Val St ,-9.6
2015,Alab A&M ,-9.7
2015,Alabama St ,-9.9
2015,Alcorn State ,-11.2
2015,Grambling St ,-14.0
2016,Kansas ,11.3
2016,Virginia ,11.2
2016,W Virginia ,10.8
2016,Oklahoma ,10.8
2016,Louisville ,10.6
2016,Duke ,10.4
2016,Texas ,10.3
2016,N Carolina ,10.3
2016,Iowa State ,10.3
2016,Miami (FL) ,9.9
2016,Iowa ,9.8
2016,Michigan St ,9.5
2016,Baylor ,9.3
2016,Villanova ,9.3
2016,Purdue ,9.2
2016,Vanderbilt ,9.1
2016,Kentucky ,9.0
2016,Florida ,8.9
2016,Maryland ,8.8
2016,Wisconsin ,8.6
2016,Notre Dame ,8.6
2016,Texas Tech ,8.3
2016,GA Tech ,8.2
2016,Kansas St ,8.2
2016,Indiana ,8.2
2016,Syracuse ,8.2
2016,Pittsburgh ,8.1
2016,Xavier ,8.1
2016,Florida St ,8.1
2016,Michigan ,8.0
2016,Utah ,8.0
2016,Butler ,7.9
2016,Wake Forest ,7.8
2016,Texas A&M ,7.6
2016,UCLA ,7.4
2016,California ,7.3
2016,NC State ,7.2
2016,Arizona ,7.0
2016,VA Tech ,7.0
2016,Clemson ,7.0
2016,Georgetown ,7.0
2016,Stanford ,7.0
2016,Oregon ,6.9
2016,Oklahoma St ,6.9
2016,Connecticut ,6.9
2016,Oregon St ,6.7
2016,Cincinnati ,6.7
2016,Alabama ,6.7
2016,Arizona St ,6.6
2016,USC ,6.6
2016,Ohio State ,6.5
2016,Providence ,6.5
2016,Seton Hall ,6.5
2016,Creighton ,6.5
2016,S Methodist ,6.2
2016,Washington ,6.1
2016,Tennessee ,6.1
2016,Georgia ,6.1
2016,LSU ,5.9
2016,Arkansas ,5.8
2016,Colorado ,5.8
2016,TX Christian ,5.5
2016,Temple ,5.4
2016,Nebraska ,5.3
2016,Tulsa ,5.2
2016,Auburn ,5.2
2016,Miss State ,5.1
2016,Northwestern ,5.1
2016,Gonzaga ,5.1
2016,DePaul ,5.0
2016,Illinois ,4.9
2016,S Carolina ,4.8
2016,Mississippi ,4.7
2016,VCU ,4.7
2016,Marquette ,4.4
2016,Penn State ,4.3
2016,Richmond ,4.3
2016,Dayton ,4.2
2016,Missouri ,4.1
2016,Wichita St ,4.0
2016,St Josephs ,4.0
2016,Minnesota ,3.8
2016,Geo Wshgtn ,3.7
2016,Rhode Island ,3.6
2016,Wash State ,3.5
2016,Memphis ,3.4
2016,Davidson ,3.4
2016,Houston ,3.2
2016,N Iowa ,3.2
2016,San Diego St ,2.9
2016,Boston Col ,2.9
2016,BYU ,2.8
2016,Lg Beach St ,2.7
2016,St Bonavent ,2.4
2016,Boise State ,2.2
2016,St Johns ,2.1
2016,Yale ,2.0
2016,Geo Mason ,2.0
2016,UCSB ,1.9
2016,UNLV ,1.9
2016,St Marys ,1.6
2016,U Mass ,1.6
2016,New Mexico ,1.6
2016,S Florida ,1.6
2016,Valparaiso ,1.3
2016,Princeton ,1.3
2016,E Carolina ,1.2
2016,Central FL ,1.2
2016,Northeastrn ,1.1
2016,Illinois St ,1.0
2016,Hofstra ,1.0
2016,Pepperdine ,0.9
2016,Wm & Mary ,0.9
2016,Monmouth ,0.9
2016,Oakland ,0.9
2016,Duquesne ,0.7
2016,La Salle ,0.6
2016,Tulane ,0.6
2016,Evansville ,0.5
2016,Saint Louis ,0.5
2016,Iona ,0.4
2016,Buffalo ,0.4
2016,UC Irvine ,0.4
2016,Akron ,0.4
2016,Indiana St ,0.3
2016,Nevada ,0.3
2016,James Mad ,0.1
2016,Drexel ,0.1
2016,Utah State ,-0.1
2016,Rutgers ,-0.1
2016,NC-Wilmgton ,-0.1
2016,Col Charlestn ,-0.2
2016,Fresno St ,-0.2
2016,Marshall ,-0.2
2016,WI-Grn Bay ,-0.3
2016,TX-Arlington ,-0.3
2016,LA Lafayette ,-0.4
2016,Wyoming ,-0.5
2016,Missouri St ,-0.5
2016,Oral Roberts ,-0.5
2016,Harvard ,-0.5
2016,Delaware ,-0.6
2016,AR Lit Rock ,-0.6
2016,Fordham ,-0.6
2016,Siena ,-0.7
2016,Pacific ,-0.7
2016,E Michigan ,-0.7
2016,S Dakota St ,-0.8
2016,W Michigan ,-0.8
2016,Colorado St ,-0.9
2016,Elon ,-0.9
2016,Stony Brook ,-0.9
2016,IUPUI ,-0.9
2016,Loyola-Chi ,-0.9
2016,Columbia ,-1.0
2016,LA Monroe ,-1.0
2016,Cal Poly ,-1.0
2016,Ohio ,-1.1
2016,Old Dominion ,-1.1
2016,Belmont ,-1.1
2016,S Illinois ,-1.1
2016,WI-Milwkee ,-1.2
2016,Toledo ,-1.2
2016,Kent State ,-1.3
2016,Portland ,-1.3
2016,Central Mich ,-1.4
2016,Santa Clara ,-1.4
2016,Loyola Mymt ,-1.5
2016,IPFW ,-1.7
2016,App State ,-1.7
2016,Detroit ,-1.7
2016,Hawaii ,-1.7
2016,Drake ,-1.7
2016,Vermont ,-1.7
2016,E Tenn St ,-1.7
2016,Middle Tenn ,-1.7
2016,Bradley ,-1.7
2016,Fairfield ,-1.8
2016,Miami (OH) ,-1.8
2016,Wright State ,-1.8
2016,W Carolina ,-1.8
2016,Wofford ,-1.9
2016,Towson ,-1.9
2016,South Dakota ,-1.9
2016,Morehead St ,-1.9
2016,UAB ,-2.0
2016,Georgia St ,-2.0
2016,Rider ,-2.0
2016,Chattanooga ,-2.0
2016,Cornell ,-2.1
2016,Canisius ,-2.1
2016,San Diego ,-2.1
2016,Neb Omaha ,-2.1
2016,Air Force ,-2.2
2016,Cleveland St ,-2.3
2016,Manhattan ,-2.3
2016,Charlotte ,-2.3
2016,N Dakota St ,-2.4
2016,San Fransco ,-2.4
2016,W Kentucky ,-2.5
2016,Cal St Nrdge ,-2.5
2016,Ste F Austin ,-2.5
2016,N Illinois ,-2.5
2016,Bowling Grn ,-2.5
2016,San Jose St ,-2.6
2016,Dartmouth ,-2.6
2016,Ball State ,-2.6
2016,Lehigh ,-2.6
2016,NC-Asheville ,-2.8
2016,Murray St ,-2.8
2016,St Peters ,-2.8
2016,GA Southern ,-2.8
2016,Bucknell ,-3.0
2016,S Alabama ,-3.0
2016,N Kentucky ,-3.0
2016,Furman ,-3.0
2016,Denver ,-3.0
2016,CS Fullerton ,-3.1
2016,N Mex State ,-3.1
2016,U Penn ,-3.1
2016,Albany ,-3.1
2016,UC Davis ,-3.2
2016,Arkansas St ,-3.2
2016,Brown ,-3.3
2016,American ,-3.3
2016,Niagara ,-3.3
2016,Loyola-MD ,-3.3
2016,Marist ,-3.4
2016,Radford ,-3.4
2016,W Illinois ,-3.4
2016,LA Tech ,-3.5
2016,High Point ,-3.5
2016,Coastal Car ,-3.5
2016,Colgate ,-3.6
2016,Mercer ,-3.6
2016,Austin Peay ,-3.6
2016,Quinnipiac ,-3.6
2016,Troy ,-3.7
2016,NC-Grnsboro ,-3.7
2016,TN Tech ,-3.7
2016,Texas State ,-3.8
2016,E Kentucky ,-3.8
2016,SIU Edward ,-3.8
2016,UC Riverside ,-3.8
2016,Boston U ,-3.9
2016,Youngs St ,-3.9
2016,N Florida ,-4.0
2016,Gard-Webb ,-4.0
2016,Holy Cross ,-4.0
2016,Fla Atlantic ,-4.1
2016,NJIT ,-4.1
2016,Lafayette ,-4.1
2016,Samford ,-4.2
2016,Montana ,-4.3
2016,Winthrop ,-4.3
2016,Navy ,-4.3
2016,TX Southern ,-4.4
2016,Weber State ,-4.4
2016,IL-Chicago ,-4.5
2016,TX A&M-CC ,-4.5
2016,TN State ,-4.5
2016,Kennesaw St ,-4.5
2016,Grand Canyon ,-4.6
2016,Charl South ,-4.6
2016,TN Martin ,-4.6
2016,CS Bakersfld ,-4.7
2016,Rice ,-4.7
2016,E Illinois ,-4.7
2016,Lipscomb ,-4.8
2016,UMKC ,-4.8
2016,E Washingtn ,-4.9
2016,N Hampshire ,-4.9
2016,Mt St Marys ,-4.9
2016,TX El Paso ,-4.9
2016,Florida Intl ,-5.0
2016,Montana St ,-5.1
2016,Army ,-5.1
2016,VA Military ,-5.2
2016,Maryland BC ,-5.3
2016,Binghamton ,-5.4
2016,Rob Morris ,-5.4
2016,S Mississippi ,-5.4
2016,Liberty ,-5.4
2016,Longwood ,-5.5
2016,Massachusetts Lowell ,-5.6
2016,Jksnville St ,-5.6
2016,Idaho ,-5.6
2016,Sam Hous St ,-5.6
2016,Maine ,-5.7
2016,Fla Gulf Cst ,-5.7
2016,Sac State ,-5.7
2016,Hartford ,-5.7
2016,Norfolk St ,-5.8
2016,North Texas ,-5.8
2016,North Dakota ,-5.8
2016,Portland St ,-6.0
2016,Sacred Hrt ,-6.1
2016,Stetson ,-6.2
2016,SE Missouri ,-6.2
2016,Houston Bap ,-6.4
2016,Citadel ,-6.4
2016,N Colorado ,-6.4
2016,F Dickinson ,-6.5
2016,S Utah ,-6.6
2016,Utah Val St ,-6.6
2016,N Arizona ,-6.6
2016,St Fran (NY) ,-6.7
2016,St Fran (PA) ,-6.8
2016,Presbyterian ,-6.9
2016,Idaho State ,-6.9
2016,Campbell ,-7.0
2016,Chicago St ,-7.0
2016,Wagner ,-7.0
2016,Maryland ES ,-7.1
2016,TX-San Ant ,-7.1
2016,Incarnate Word ,-7.1
2016,LIU-Brooklyn ,-7.1
2016,Jacksonville ,-7.2
2016,Bryant ,-7.2
2016,Seattle ,-7.3
2016,S Car State ,-7.3
2016,Central Ark ,-7.4
2016,Morgan St ,-7.5
2016,Hampton ,-7.6
2016,Prairie View ,-7.7
2016,Ark Pine Bl ,-7.7
2016,Jackson St ,-7.9
2016,SC Upstate ,-8.0
2016,Southern ,-8.1
2016,New Orleans ,-8.2
2016,SE Louisiana ,-8.2
2016,Beth-Cook ,-8.3
2016,Central Conn ,-8.4
2016,Miss Val St ,-8.5
2016,Alabama St ,-8.6
2016,Nicholls St ,-8.8
2016,TX-Pan Am ,-8.8
2016,Coppin State ,-8.9
2016,Abilene Christian ,-9.0
2016,Howard ,-9.0
2016,NW State ,-9.1
2016,NC Central ,-9.2
2016,Alab A&M ,-9.3
2016,NC A&T ,-9.5
2016,McNeese St ,-9.5
2016,Delaware St ,-9.9
2016,Lamar ,-9.9
2016,Savannah St ,-10.1
2016,Alcorn State ,-10.4
2016,Grambling St ,-11.3
2016,Florida A&M ,-11.6
2017,Duke ,12.5
2017,Virginia ,12.3
2017,Louisville ,12.3
2017,Kansas ,12.1
2017,N Carolina ,11.9
2017,Iowa State ,11.7
2017,Baylor ,11.4
2017,Oklahoma St ,11.4
2017,W Virginia ,11.1
2017,Florida ,11.0
2017,Villanova ,10.6
2017,Kentucky ,10.5
2017,Notre Dame ,10.3
2017,Florida St ,10.2
2017,Butler ,10.2
2017,Oklahoma ,10.1
2017,Miami (FL) ,10.1
2017,Texas ,10.0
2017,Clemson ,9.9
2017,Wake Forest ,9.6
2017,Wisconsin ,9.6
2017,Purdue ,9.5
2017,Xavier ,9.5
2017,Michigan St ,9.3
2017,Kansas St ,9.3
2017,Indiana ,9.2
2017,TX Christian ,9.2
2017,Michigan ,9.1
2017,Pittsburgh ,9.1
2017,Marquette ,9.0
2017,Syracuse ,8.9
2017,VA Tech ,8.7
2017,Vanderbilt ,8.6
2017,Creighton ,8.5
2017,Seton Hall ,8.5
2017,Georgetown ,8.4
2017,Texas Tech ,8.2
2017,UCLA ,8.0
2017,Oregon ,7.7
2017,Georgia ,7.7
2017,Providence ,7.7
2017,Arizona ,7.6
2017,Nebraska ,7.6
2017,Tennessee ,7.5
2017,Minnesota ,7.5
2017,Northwestern ,7.4
2017,Gonzaga ,7.3
2017,S Carolina ,7.1
2017,St Johns ,7.1
2017,Illinois ,7.1
2017,Iowa ,7.0
2017,Maryland ,6.9
2017,Texas A&M ,6.8
2017,Ohio State ,6.7
2017,Penn State ,6.7
2017,Arkansas ,6.6
2017,GA Tech ,6.5
2017,NC State ,6.5
2017,Stanford ,6.4
2017,Cincinnati ,6.3
2017,California ,6.2
2017,S Methodist ,6.0
2017,Alabama ,5.9
2017,USC ,5.6
2017,Auburn ,5.5
2017,Mississippi ,5.3
2017,Utah ,5.2
2017,St Marys ,5.2
2017,LSU ,5.1
2017,Colorado ,5.1
2017,Arizona St ,5.1
2017,Connecticut ,4.9
2017,Boston Col ,4.7
2017,Rhode Island ,4.6
2017,Washington ,4.4
2017,Houston ,4.3
2017,Dayton ,4.1
2017,Miss State ,4.1
2017,VCU ,4.0
2017,Rutgers ,4.0
2017,Wichita St ,3.9
2017,Davidson ,3.9
2017,Missouri ,3.8
2017,DePaul ,3.7
2017,Temple ,3.4
2017,Central FL ,3.1
2017,Memphis ,2.9
2017,Tulsa ,2.8
2017,Wash State ,2.6
2017,Richmond ,2.5
2017,St Josephs ,2.5
2017,N Iowa ,2.4
2017,BYU ,2.4
2017,Geo Wshgtn ,2.3
2017,Illinois St ,2.2
2017,Boise State ,2.1
2017,La Salle ,2.1
2017,Nevada ,2.0
2017,New Mexico ,2.0
2017,Oregon St ,2.0
2017,San Diego St ,1.8
2017,St Bonavent ,1.4
2017,Utah State ,1.3
2017,U Mass ,1.3
2017,Princeton ,1.3
2017,Northeastrn ,1.2
2017,TX-Arlington ,1.2
2017,NC-Wilmgton ,1.1
2017,Fresno St ,1.1
2017,Col Charlestn ,1.1
2017,Geo Mason ,1.1
2017,Indiana St ,1.0
2017,Tulane ,1.0
2017,Colorado St ,0.8
2017,Wm & Mary ,0.7
2017,Santa Clara ,0.6
2017,Buffalo ,0.5
2017,S Illinois ,0.4
2017,Monmouth ,0.3
2017,Towson ,0.3
2017,Middle Tenn ,0.3
2017,Fordham ,0.2
2017,E Michigan ,0.2
2017,E Carolina ,0.1
2017,Siena ,0.1
2017,Bradley ,0.1
2017,W Michigan ,0.1
2017,Toledo ,0.1
2017,Evansville ,0.0
2017,Loyola-Chi ,-0.0
2017,Missouri St ,-0.0
2017,UNLV ,-0.1
2017,Neb Omaha ,-0.1
2017,Akron ,-0.1
2017,U Penn ,-0.1
2017,San Fransco ,-0.2
2017,Wyoming ,-0.2
2017,Elon ,-0.3
2017,Loyola Mymt ,-0.3
2017,Old Dominion ,-0.3
2017,Oral Roberts ,-0.5
2017,Ohio ,-0.5
2017,Iona ,-0.6
2017,Belmont ,-0.6
2017,Valparaiso ,-0.6
2017,Vermont ,-0.6
2017,Pacific ,-0.6
2017,Yale ,-0.6
2017,Arkansas St ,-0.7
2017,E Tenn St ,-0.7
2017,Saint Louis ,-0.7
2017,Harvard ,-0.8
2017,S Florida ,-0.8
2017,James Mad ,-0.8
2017,Georgia St ,-0.8
2017,Hofstra ,-0.8
2017,GA Southern ,-0.9
2017,Marshall ,-0.9
2017,San Jose St ,-0.9
2017,Mercer ,-1.0
2017,S Dakota St ,-1.0
2017,UC Irvine ,-1.0
2017,Wofford ,-1.1
2017,Pepperdine ,-1.1
2017,IUPUI ,-1.1
2017,Duquesne ,-1.2
2017,Kent State ,-1.2
2017,Chattanooga ,-1.2
2017,UAB ,-1.2
2017,St Peters ,-1.2
2017,Air Force ,-1.3
2017,Bucknell ,-1.3
2017,Drexel ,-1.4
2017,Furman ,-1.4
2017,Lehigh ,-1.5
2017,Drake ,-1.5
2017,Cornell ,-1.5
2017,N Dakota St ,-1.6
2017,Coastal Car ,-1.6
2017,LA Lafayette ,-1.6
2017,Portland ,-1.7
2017,Lg Beach St ,-1.7
2017,Canisius ,-1.7
2017,Cleveland St ,-1.8
2017,Morehead St ,-1.8
2017,Central Mich ,-1.8
2017,Bowling Grn ,-1.8
2017,Wright State ,-1.8
2017,LA Tech ,-1.9
2017,IPFW ,-2.0
2017,WI-Milwkee ,-2.0
2017,Fla Gulf Cst ,-2.0
2017,South Dakota ,-2.0
2017,Ball State ,-2.0
2017,Fairfield ,-2.0
2017,Denver ,-2.0
2017,WI-Grn Bay ,-2.1
2017,N Illinois ,-2.1
2017,W Kentucky ,-2.1
2017,TN State ,-2.1
2017,NC-Asheville ,-2.2
2017,Delaware ,-2.3
2017,Charlotte ,-2.3
2017,NC-Grnsboro ,-2.3
2017,Troy ,-2.3
2017,San Diego ,-2.3
2017,Columbia ,-2.4
2017,Detroit ,-2.4
2017,Jksnville St ,-2.4
2017,Marist ,-2.4
2017,Manhattan ,-2.4
2017,Oakland ,-2.5
2017,CS Bakersfld ,-2.6
2017,App State ,-2.6
2017,Albany ,-2.6
2017,Rider ,-2.7
2017,LA Monroe ,-2.7
2017,N Florida ,-2.7
2017,Montana ,-2.8
2017,Dartmouth ,-2.8
2017,Samford ,-2.8
2017,Niagara ,-2.9
2017,Holy Cross ,-2.9
2017,N Kentucky ,-2.9
2017,Lipscomb ,-3.0
2017,Quinnipiac ,-3.0
2017,S Alabama ,-3.0
2017,TX El Paso ,-3.1
2017,Boston U ,-3.2
2017,Miami (OH) ,-3.2
2017,E Kentucky ,-3.3
2017,Murray St ,-3.3
2017,Weber State ,-3.4
2017,AR Lit Rock ,-3.4
2017,Youngs St ,-3.4
