season,team,sos
2010,Jacksonville ,6.7
2010,Belmont ,6.7
2010,Vanguard ,6.6
2010,Menlo College ,6.6
2010,App State ,6.6
2010,Dickinson State ,6.6
2010,James Mad ,6.5
2010,Arkansas-Fort Smith ,6.5
2010,Georgia St ,6.4
2010, ,6.4
2010,Tennessee Wesleyan ,6.4
2010,Coker ,6.4
2010,Cal Poly ,6.3
2010,Louisiana College ,6.3
2010,Southeastern College ,6.3
2010,W Carolina ,6.2
2010,Texas College ,6.2
2010,Towson ,6.2
2010,Manhattan ,6.2
2010,Allen ,6.2
2010,N Arizona ,6.2
2010,CS Fullerton ,6.1
2010,Erskine ,6.1
2010,Fla Atlantic ,6.1
2010,Middle Tenn ,6.1
2010,Boston U ,6.1
2010,Central Mich ,6.1
2010,CS Bakersfld ,6.0
2010,E Kentucky ,6.0
2010,N Colorado ,5.9
2010,Alaska - Anchorage ,5.9
2010,Rochester College ,5.9
2010,Elon ,5.8
2010, ,5.8
2010,Greenville ,5.7
2010,Culver-Stockton ,5.7
2010,Canisius ,5.7
2010,GA Southern ,5.7
2010,UC Riverside ,5.6
2010,TN Tech ,5.6
2010,St. Gregorys ,5.6
2010,Denver ,5.6
2010,Univ. of Science and Arts (OK) ,5.6
2010,N Illinois ,5.5
2010,Citadel ,5.5
2010,St Peters ,5.5
2010,UC Davis ,5.5
2010,E Washingtn ,5.4
2010,Toledo ,5.4
2010,E Illinois ,5.4
2010,S Dakota St ,5.3
2010,Peru State ,5.3
2010,Purdue-North Central ,5.3
2010,Marist ,5.3
2010,Loyola-MD ,5.3
2010,Arkansas St ,5.3
2010,Mobile ,5.2
2010,AR Lit Rock ,5.2
2010, ,5.2
2010,Wilmington (DE) ,5.2
2010,Mary Washington ,5.2
2010,Lees-McRae ,5.2
2010,Truman State ,5.2
2010,Mercer ,5.2
2010,North Greenville ,5.1
2010,SC Upstate ,5.1
2010,Southern Wesleyan ,5.1
2010,Ball State ,5.1
2010,E Michigan ,5.1
2010,N Dakota St ,5.1
2010,LA Lafayette ,5.0
2010,Texas State ,5.0
2010,Ecclesia College ,5.0
2010,Samford ,5.0
2010,Sac State ,4.9
2010,Lipscomb ,4.9
2010,Nicholls St ,4.9
2010,Florida Intl ,4.9
2010,TX-San Ant ,4.8
2010,NC-Pembroke ,4.8
2010,Hampden-Sydney ,4.8
2010,Lyon ,4.7
2010,FDU-Florham ,4.7
2010,North Texas ,4.7
2010,Wilberforce ,4.7
2010,Morgan St ,4.6
2010,Princeton ,4.6
2010,Winthrop ,4.6
2010,IPFW ,4.5
2010,S Alabama ,4.5
2010,Campbell ,4.5
2010,N Florida ,4.5
2010,Albertus Magnus College ,4.4
2010,Florida Christian College ,4.4
2010,Edward Waters ,4.4
2010,UC Irvine ,4.3
2010,Mount St. Vincent ,4.3
2010,SE Louisiana ,4.3
2010,McNeese St ,4.3
2010,Piedmont ,4.2
2010,Vermont ,4.2
2010,Goucher ,4.1
2010,Whittier ,4.0
2010,Chattanooga ,4.0
2010,SE Missouri ,4.0
2010,Bluefield College ,3.9
2010,Catawba ,3.9
2010,Walla Walla ,3.9
2010,Whitman ,3.9
2010,Harding ,3.8
2010,Cal State San Bernardino ,3.8
2010,California Baptist ,3.8
2010,Jksnville St ,3.8
2010,Central Methodist ,3.8
2010,Hendrix College ,3.8
2010,Binghamton ,3.7
2010,Furman ,3.7
2010,Radford ,3.7
2010,LA Monroe ,3.6
2010, ,3.6
2010,Southern-New Orleans ,3.6
2010,Ste F Austin ,3.6
2010, ,3.6
2010,Brevard ,3.6
2010, ,3.6
2010,Suffolk ,3.6
2010,Holy Cross ,3.5
2010,West Alabama ,3.5
2010,Schreiner ,3.5
2010,Mt St Marys ,3.5
2010,Maine ,3.4
2010,William Jessup ,3.3
2010,Mayville State ,3.3
2010,Albany ,3.3
2010,S Utah ,3.3
2010,Fla Gulf Cst ,3.2
2010,UMKC ,3.2
2010,Lamar ,3.2
2010,Kennesaw St ,3.1
2010,Dallas Christian ,3.1
2010,Kean ,3.0
2010,Bethany (CA) ,3.0
2010,TN Martin ,3.0
2010,Union College (KY) ,3.0
2010,Ark Pine Bl ,2.9
2010,New Orleans ,2.9
2010,Southern Virginia ,2.8
2010,Adams St. ,2.8
2010,U Penn ,2.8
2010,W Illinois ,2.8
2010,Virginia-Wise ,2.8
2010,Yale ,2.7
2010,Dakota State ,2.7
2010,TX-Arlington ,2.7
2010,Lynchburg ,2.7
2010,Rob Morris ,2.6
2010,WV Wesleyan ,2.6
2010,Trinity College ,2.6
2010,Stony Brook ,2.6
2010,Liberty ,2.5
2010,Centenary ,2.5
2010,N Hampshire ,2.5
2010,East Texas Baptist ,2.5
2010,LSU Shreveport ,2.5
2010,Missouri Valley ,2.5
2010,Milligan ,2.4
2010,Coastal Car ,2.4
2010,Stetson ,2.4
2010,Central Ark ,2.3
2010,SIU Edward ,2.2
2010,NC-Asheville ,2.2
2010, ,2.2
2010,Brown ,2.2
2010,NW State ,2.2
2010,Webber ,2.2
2010,Norfolk St ,2.1
2010,Toccoa Falls ,2.1
2010,Presbyterian ,2.1
2010,Charl South ,2.0
2010,Hampton ,2.0
2010,Reinhardt ,1.9
2010,Maryland BC ,1.9
2010,Bucknell ,1.9
2010,Florida Memorial ,1.9
2010,Tennessee Temple ,1.8
2010,Hartford ,1.7
2010, ,1.6
2010,TX-Pan Am ,1.6
2010,Lincoln ,1.5
2010,High Point ,1.5
2010,Columbus State ,1.5
2010,Auburn-Montgomery ,1.5
2010,NC A&T ,1.4
2010,Columbia ,1.3
2010,Carver Bible College ,1.3
2010,Colgate ,1.3
2010,Lehigh ,1.2
2010,South Dakota ,1.2
2010,American ,1.1
2010,Howard ,1.1
2010,Navy ,1.0
2010,Harris-Stowe State ,1.0
2010, ,1.0
2010,Army ,1.0
2010,S Car State ,0.9
2010,Southern Oregon ,0.7
2010,Chadron St. ,0.7
2010,Palm Beach Atlantic ,0.4
2010,Quinnipiac ,0.4
2010,Longwood ,0.4
2010,Delaware St ,0.4
2010,TX Southern ,0.3
2010,Monmouth ,0.3
2010,Wayland Baptist ,0.3
2010,LIU-Brooklyn ,0.3
2010,SW Assemblies of God ,0.2
2010,Maryland ES ,0.2
2010,Savannah St ,0.1
2010,Gard-Webb ,0.1
2010, ,0.0
2010,Lafayette ,0.0
2010,VA Military ,-0.0
2010,Dartmouth ,-0.0
2010,Washington Adventist ,-0.2
2010,Florida A&M ,-0.2
2010,NC Central ,-0.3
2010,F Dickinson ,-0.3
2010,Jarvis Christian ,-0.3
2010,Northern New Mexico ,-0.4
2010,St Fran (PA) ,-0.5
2010,Beth-Cook ,-0.5
2010,Houston Bap ,-0.6
2010, ,-0.7
2010,Montreat ,-0.7
2010,Sacred Hrt ,-0.7
2010,Jackson St ,-0.8
2010,West Virginia Tech ,-0.8
2010,Coppin State ,-0.9
2010,Univ. Sciences Philadelphia ,-1.0
2010,Randolph ,-1.0
2010,Westminster ,-1.2
2010,Wagner ,-1.2
2010,St Fran (NY) ,-1.2
2010,Central Conn ,-1.3
2010,Covenant ,-1.3
2010,Methodist ,-1.3
2010,Bryant ,-1.3
2010,Wins-Salem ,-1.4
2010, ,-1.5
2010,Ferrum ,-1.5
2010,University of the Southwest ,-1.5
2010,Alabama St ,-1.7
2010,Chicago St ,-2.3
2010,Miss Val St ,-2.3
2010,Averett ,-2.4
2010,North Dakota ,-2.5
2010,Prairie View ,-2.6
2010,NC-Wesleyan ,-2.6
2010, ,-2.6
2010,SUNY-Cobleskill ,-2.7
2010, ,-2.7
2010,Polytechnic ,-2.7
2010,Utah Val St ,-2.7
2010,Oakwood ,-2.9
2010,Martin Methodist ,-2.9
2010,Tuskegee ,-2.9
2010,Stillman ,-2.9
2010,Albany State (GA) ,-2.9
2010,NJIT ,-3.1
2010,Holy Names ,-3.2
2010,Kentucky Christian ,-3.3
2010,Williams Baptist College ,-3.3
2010,Robert Morris (IL) ,-3.3
2010,Hannibal LeGrange College ,-3.3
2010,Olivet Nazarene ,-3.8
2010,Trinity International ,-3.8
2010,Concordia (IL) ,-3.8
2010,St. Xavier ,-3.8
2010,Alcorn State ,-3.9
2010,Fisk ,-4.0
2010,Southern ,-4.2
2010, ,-4.2
2010,Waldorf ,-4.2
2010,Paul Quinn ,-4.3
2010,Lyndon State ,-4.5
2010,Berea College ,-4.7
2010,Alab A&M ,-4.8
2010,Grambling St ,-5.1
2010,Salem International ,-6.6
2010,Talledega ,-7.7
2010,Maine-Presque Isle ,-9.2
2010,Champion Baptist ,-12.6
2011,San Diego Christian ,29.0
2011,Emporia State ,25.0
2011,Concordia (MI) ,22.5
2011,Marian College ,21.0
2011,Point Loma ,20.5
2011,Texas A&M - International ,20.5
2011,Montana Western ,20.4
2011,Ohio State ,19.5
2011,Purdue ,19.4
2011,Wisconsin ,19.3
2011,Illinois ,19.2
2011,W Virginia ,19.1
2011,Georgetown ,19.0
2011,Michigan St ,18.7
2011,N Carolina ,18.6
2011,Kentucky ,18.5
2011,Connecticut ,18.4
2011,St. Catharine ,18.3
2011,Northwood (MI) ,18.3
2011,Texas ,18.3
2011,Duke ,18.2
2011,Notre Dame ,18.2
2011,Pittsburgh ,18.2
2011,Marquette ,18.2
2011,Kansas ,18.1
2011,Kansas St ,17.9
2011,Worchester Tech ,17.9
2011,MIT ,17.8
2011,St Johns ,17.7
2011,Syracuse ,17.6
2011,Fresno Pacific ,17.4
2011,North Alabama ,17.4
2011,Louisville ,17.4
2011,BYU-Hawaii ,17.3
2011,Penn State ,17.1
2011,Michigan ,17.0
2011,Urbana ,16.9
2011,Seton Hall ,16.8
2011,Villanova ,16.8
2011,Vanderbilt ,16.8
2011,Missouri ,16.7
2011,Southwest State ,16.7
2011,Washington ,16.6
2011,BYU ,16.6
2011,Minnesota ,16.5
2011,Florida ,16.4
2011,Tennessee ,16.3
2011,Wayland Baptist ,16.3
2011,Houghton ,16.2
2011,Maryland ,16.2
2011,California ,16.2
2011, ,16.2
2011,Cincinnati ,16.1
2011,UNLV ,16.1
2011,Arizona ,16.1
2011,Willamette ,15.9
2011,USC ,15.8
2011,San Diego St ,15.8
2011,Tusculum ,15.7
2011,VA Tech ,15.7
2011,Colorado-Colorado Springs ,15.6
2011,Colorado College ,15.6
2011,Indiana ,15.6
2011,UCLA ,15.6
2011,Iowa ,15.6
2011,Lewis-Clark St. ,15.5
2011,Florida St ,15.5
2011,Northwestern ,15.5
2011,Wash State ,15.4
2011,Clemson ,15.3
2011,San Francisco State ,15.3
2011,Boston Col ,15.3
2011,King College ,15.3
2011,Colorado ,15.3
2011,S Florida ,15.1
2011,Georgia ,15.1
2011,Texas A&M ,15.0
2011,Indiana Tech ,15.0
2011,Oklahoma St ,14.9
2011,Rockhurst ,14.9
2011,Fayetteville St. ,14.8
2011,Erskine ,14.8
2011,Lenoir-Rhyne ,14.8
2011,Nebraska ,14.8
2011,Rutgers ,14.7
2011,Grand Canyon ,14.6
2011,Miami (FL) ,14.6
2011,Colorado Christian ,14.6
2011,NC State ,14.6
2011,Albertson College ,14.5
2011,Arizona St ,14.4
2011,Indiana East ,14.4
2011,Western New Mexico ,14.3
2011,Eastern Oregon ,14.3
2011,New Mexico ,14.3
2011,Iowa State ,14.1
2011,North Greenville ,14.1
2011,Colorado St ,14.1
2011,La Grange ,14.0
2011,Stillman ,13.9
2011,Bluefield State College ,13.9
2011,Baylor ,13.8
2011,Mary Hardin-Baylor ,13.8
2011,Gonzaga ,13.7
2011,Virginia ,13.6
2011,Xavier ,13.6
2011,Texas Tech ,13.6
2011,Temple ,13.6
2011,Chaminade ,13.6
2011,Holy Names ,13.4
2011,Providence ,13.3
2011,GA Tech ,13.3
2011,Oklahoma ,13.3
2011,Valley City State ,13.3
2011,St Marys ,13.2
2011,S Carolina ,13.1
2011,Stanford ,13.1
2011,Oregon ,13.1
2011,Butler ,13.1
2011,CSU Stanislaus ,13.0
2011,Henderson St ,13.0
2011,Alabama ,12.9
2011,Utah ,12.9
2011,Hawaii Pacific ,12.8
2011,Wiley ,12.8
2011,Oakland ,12.8
2011,Cal. State - Monterey Bay ,12.7
2011,UAB ,12.7
2011,Jarvis Christian ,12.4
2011,Florida Tech ,12.4
2011,Mississippi ,12.4
2011,Coe College ,12.4
2011,NW Oklahoma State ,12.4
2011,Utah State ,12.2
2011,Bluefield College ,12.1
2011,Memphis ,12.0
2011,Air Force ,12.0
2011,Loyola (LA) ,11.9
2011,Saginaw Valley ,11.8
2011,DePaul ,11.8
2011,S Mississippi ,11.8
2011,Univ. of Science and Arts (OK) ,11.8
2011,Tulsa ,11.7
2011,Duquesne ,11.7
2011,Oregon St ,11.6
2011,Puget Sound ,11.6
2011,Marshall ,11.6
2011,Richmond ,11.6
2011,West Virginia Tech ,11.5
2011,Old Dominion ,11.4
2011,Glenville St. ,11.4
2011,Southern-New Orleans ,11.4
2011,Arkansas ,11.3
2011,SW Assemblies of God ,11.3
2011,TX Christian ,11.3
2011,Dayton ,11.2
2011,TX El Paso ,11.1
2011,MINN-Duluth ,11.1
2011,VCU ,11.1
2011,Lg Beach St ,11.1
2011,Rogers State ,11.1
2011,Cleveland St ,11.0
2011,WI-Milwkee ,10.9
2011,Bethel (TN) ,10.9
2011,Saint Louis ,10.9
2011,Central FL ,10.9
2011,Miss State ,10.9
2011,Huston-Tillotson ,10.8
2011,Geo Mason ,10.8
2011,WI-Grn Bay ,10.8
2011,St Josephs ,10.8
2011,Portland ,10.7
2011,N Mex State ,10.7
2011,American International ,10.7
2011,Farmingdale State ,10.6
2011,E Carolina ,10.6
2011,Valparaiso ,10.5
2011,Indiana St ,10.5
2011,UC Santa Cruz ,10.5
2011,Western State ,10.4
2011,N Iowa ,10.4
2011,Missouri St ,10.3
2011,Nevada ,10.3
2011,Judson College ,10.3
2011,Texas A&M Kingsville ,10.2
2011,Philander Smith ,10.2
2011,Wichita St ,10.2
2011,Wright State ,10.1
2011,Baruch ,10.1
2011,San Fransco ,10.1
2011,Col Charlestn ,10.0
2011,Col. Of New Jersey ,10.0
2011,Hardin-Simmons ,10.0
2011,Boise State ,10.0
2011,Detroit ,9.9
2011,Oral Roberts ,9.9
2011,Rice ,9.9
2011,Belmont ,9.8
2011,Miami (OH) ,9.8
2011,Fisk ,9.7
2011,Le Moyne-Owen ,9.7
2011,Queens University of Charlotte ,9.7
2011,Lander ,9.7
2011,James Mad ,9.7
2011,St Bonavent ,9.7
2011,Charlotte ,9.6
2011,Texas-Tyler ,9.6
2011,Rhode Island ,9.6
2011,Panhandle State ,9.6
2011,Randolph ,9.5
2011,Oglethorpe ,9.5
2011,Wofford ,9.5
2011,Creighton ,9.5
2011,Dominican (CA) ,9.3
2011,California Baptist ,9.3
2011,Evansville ,9.3
2011,Wyoming ,9.2
2011,IUPUI ,9.2
2011,Northeastrn ,9.2
2011,Cameron ,9.2
2011,Cal Lutheran ,9.2
2011,Drexel ,9.2
2011,Idaho ,9.1
2011,Wake Forest ,9.1
2011,Fresno St ,9.0
2011,Loyola-Chi ,9.0
2011,Mayville State ,9.0
2011,Pacific ,8.9
2011,Tulane ,8.9
2011,Shenandoah ,8.8
2011,Texas College ,8.8
2011,Houston ,8.8
2011,Montana ,8.8
2011,Redlands ,8.8
2011,LSU ,8.8
2011,IL-Chicago ,8.8
2011,Hofstra ,8.7
2011,Lynchburg ,8.7
2011,UCSB ,8.6
2011,Kent State ,8.6
2011,Morehead St ,8.6
2011,N. Dame de Namur ,8.6
2011,Johnson & Wales U. (RI) ,8.6
2011,S Illinois ,8.6
2011,N Colorado ,8.6
2011,La Salle ,8.6
2011,Pepperdine ,8.6
2011,Austin Peay ,8.6
2011,U Mass ,8.5
2011,Delaware ,8.5
2011,Santa Clara ,8.5
2011,E Tenn St ,8.5
2011,Austin College ,8.5
2011,Hampden-Sydney ,8.4
2011,St Peters ,8.3
2011,Drake ,8.3
2011,Iona ,8.3
2011,Bradley ,8.2
2011,Harvard ,8.2
2011,Lipscomb ,8.2
2011,San Jose St ,8.2
2011,Hawaii ,8.1
2011,Our Lady of the Lake ,8.1
2011,Sul Ross St. ,8.1
2011,Montana Tech ,8.1
2011,Florida Memorial ,8.1
2011,S Methodist ,8.0
2011,Milligan ,8.0
2011,Loyola Mymt ,8.0
2011,Tennessee Temple ,8.0
2011,Geo Wshgtn ,7.9
2011,Union College - NY ,7.9
2011,Wm & Mary ,7.9
2011,Great Falls ,7.9
2011,Cal Poly ,7.8
2011,Weber State ,7.8
2011,Auburn ,7.8
2011,S Dakota St ,7.8
2011,N Arizona ,7.7
2011,Maryville (MO) ,7.7
2011,Akron ,7.7
2011,Presbyterian ,7.6
2011,N Florida ,7.6
2011,Roosevelt ,7.5
2011,Princeton ,7.5
2011,Youngs St ,7.5
2011,Ohio ,7.5
2011,LA Tech ,7.5
2011,Davidson ,7.5
2011,Ohio Dominican ,7.5
2011,Texas Lutheran ,7.4
2011,Doane ,7.4
2011,Midland Lutheran ,7.4
2011,Johnson C. Smith ,7.4
2011,NC-Asheville ,7.4
2011,Millikin ,7.4
2011,Buffalo ,7.4
2011,Concordia (AL) ,7.3
2011,N Dakota St ,7.3
2011,Rider ,7.2
2011,NC-Wilmgton ,7.2
2011,Occidental ,7.2
2011,Towson ,7.2
2011,Cal St Nrdge ,7.1
2011,Murray St ,7.1
2011,San Diego ,7.1
2011,Seattle ,7.1
2011,Malone ,7.1
2011,Wilberforce ,7.1
2011,George Fox ,7.0
2011,Cornell ,7.0
2011,Arkansas St ,7.0
2011,Furman ,7.0
2011,E Washingtn ,7.0
2011,William Jessup ,7.0
2011,Illinois St ,6.9
2011,Rob Morris ,6.9
2011,Georgia St ,6.9
2011,W Carolina ,6.9
2011,Mary Washington ,6.8
2011,Troy ,6.8
2011,Gard-Webb ,6.8
2011,Susquehanna ,6.8
2011,Sam Hous St ,6.8
2011,Siena ,6.7
2011,IPFW ,6.7
2011,Mount Ida College ,6.7
2011,Pomona-Pitzer ,6.6
2011,W Kentucky ,6.6
2011,UC Davis ,6.6
2011,Bucknell ,6.6
2011,Winthrop ,6.6
2011,U Penn ,6.6
2011,Denver ,6.5
2011,Fla Atlantic ,6.5
2011,UC Riverside ,6.5
2011,W Michigan ,6.4
2011,UC Irvine ,6.4
2011,Montana St ,6.4
2011,Dillard ,6.4
2011,TN State ,6.4
2011,Jacksonville ,6.4
2011,CS Fullerton ,6.4
2011,Mercer ,6.4
2011,SC Upstate ,6.4
2011,Savannah St ,6.3
2011,Missouri Valley ,6.3
2011,LSU Shreveport ,6.3
2011,Minot State ,6.3
2011,Southwestern ,6.3
2011,Lyndon State ,6.3
2011,West Florida ,6.3
2011,NC-Grnsboro ,6.3
2011,Fordham ,6.2
2011,University of the Southwest ,6.2
2011,Fairfield ,6.2
2011,AR Lit Rock ,6.2
2011,Wilmington (DE) ,6.2
2011,Asbury College ,6.2
2011,App State ,6.1
2011,Charl South ,6.1
2011,LA Lafayette ,6.1
2011,Ball State ,6.1
2011,Dowling College ,6.1
2011,St. Edwards ,6.0
2011,Central Mich ,6.0
2011,S. Dakota Mines ,6.0
2011,Nicholls St ,6.0
2011,Canisius ,6.0
2011,Coastal Car ,6.0
2011,Thomas More ,6.0
2011,St. Thomas (TX) ,6.0
2011,Purdue-North Central ,5.9
2011,McMurry ,5.9
2011,Jksnville St ,5.9
2011,Middle Tenn ,5.8
2011,Bowling Grn ,5.8
2011,NC-Wesleyan ,5.7
2011,Yale ,5.7
2011,West Alabama ,5.7
2011,Idaho State ,5.7
2011,Southern Virginia ,5.7
2011,Millsaps ,5.7
2011,TN Tech ,5.6
2011,Cornerstone University ,5.6
2011,Cardinal Stritch ,5.6
2011,Loyola-MD ,5.6
2011,Truman State ,5.6
2011,Virginia-Wise ,5.5
2011,Stetson ,5.5
2011,Mobile ,5.5
2011,Louisiana College ,5.4
2011,Barry ,5.4
2011,Rochester College ,5.4
2011,Bethany (CA) ,5.4
2011,Chattanooga ,5.4
2011,N Illinois ,5.3
2011,Lamar ,5.3
2011,IU-SouthBend ,5.3
2011,Anderson (IN) ,5.3
2011,Portland St ,5.3
2011,McNeese St ,5.3
2011,SE Missouri ,5.3
2011,VA Military ,5.3
2011,E Kentucky ,5.2
2011,North Texas ,5.2
2011,TX A&M-CC ,5.2
2011,Florida Christian College ,5.2
2011,Edward Waters ,5.2
2011,E Illinois ,5.2
2011,SE Louisiana ,5.2
2011,Manhattan ,5.1
2011,Oakland City ,5.1
2011,Wagner ,5.1
2011,Liberty ,5.1
2011,TX-San Ant ,5.0
2011,Citadel ,5.0
2011,TX-Arlington ,5.0
2011,CS Bakersfld ,5.0
2011,Ferris State ,5.0
2011,Madonna ,5.0
2011,Brescia ,4.9
2011,St. Mary's (MD) ,4.9
2011,Chowan ,4.9
2011,Ste F Austin ,4.9
2011,Marist ,4.8
2011,S Utah ,4.8
2011,High Point ,4.8
2011,Waldorf ,4.7
2011,Haskell ,4.7
2011,Holy Cross ,4.7
2011,Warren Wilson ,4.7
2011,Sac State ,4.7
2011,Campbell ,4.7
2011,Elon ,4.6
2011,Fla Gulf Cst ,4.6
2011,TN Martin ,4.6
2011,Florida Intl ,4.6
2011,Vermont ,4.6
2011,Toledo ,4.6
2011,Mt St Marys ,4.5
2011,Columbia ,4.4
2011,Boston U ,4.4
2011,Mississippi College ,4.4
2011,Niagara ,4.4
2011,Radford ,4.4
2011,Huntingdon ,4.3
2011,Texas State ,4.3
2011,Dartmouth ,4.3
2011,E Michigan ,4.3
2011,Samford ,4.3
2011,Brown ,4.2
2011,Lafayette ,4.2
2011,Mount St. Joseph ,4.2
2011,Vanguard ,4.2
2011,Kentucky Christian ,4.2
2011,Lehigh ,4.2
2011,LA Monroe ,4.2
2011,Warner Southern ,4.1
2011,VA Intermont ,4.1
2011,UMKC ,4.1
2011,Pensacola Christian College ,4.1
2011,William Woods ,4.0
2011,La Verne ,4.0
2011,NYC Tech ,4.0
2011,Marywood ,4.0
2011,St. Joe's (Brooklyn) ,4.0
2011,LIU-Brooklyn ,4.0
2011,Greensboro ,4.0
2011,St Fran (PA) ,4.0
2011,Bham Southern ,4.0
2011,St. Gregorys ,3.9
2011,Montreat ,3.9
2011,American ,3.8
2011,Alaska - Anchorage ,3.7
2011,Kennesaw St ,3.7
2011,Northern New Mexico ,3.7
2011,Vassar College ,3.7
2011,Union College (KY) ,3.7
2011,Neumann ,3.7
2011,Central Conn ,3.6
2011,NW State ,3.6
2011,Washington Adventist ,3.6
2011,Ferrum ,3.6
2011,Gwynedd-Mercy ,3.6
2011,St Fran (NY) ,3.5
2011,Piedmont ,3.5
2011,Northeastern St. ,3.5
2011,Talledega ,3.4
2011,Navy ,3.3
2011,Monmouth ,3.3
2011,Maine ,3.3
2011,Centenary ,3.3
2011,Palm Beach Atlantic ,3.3
2011,S Alabama ,3.2
2011,Bryant ,3.2
2011,Albany ,3.1
2011,Indiana Northwest ,3.0
2011,Maine Machias ,3.0
2011, ,3.0
2011,Tennessee Wesleyan ,2.9
2011,Sacred Hrt ,2.8
2011,Army ,2.7
2011,Binghamton ,2.7
2011,Reinhardt ,2.5
2011,Hartford ,2.5
2011,Quinnipiac ,2.5
2011,Polytechnic ,2.5
2011,N Hampshire ,2.5
2011,Fontbonne ,2.4
2011,W Illinois ,2.4
2011,Delaware St ,2.4
2011,Norfolk St ,2.3
2011,Victory University ,2.3
2011,Morgan St ,2.3
2011,Colgate ,2.2
2011,Stony Brook ,2.1
2011,F Dickinson ,2.1
2011,Brewton Parker College ,2.0
2011,Maryland BC ,2.0
2011,Hampton ,1.8
2011,Webber ,1.7
2011,Carver Bible College ,1.6
2011,GA Southern ,1.6
2011,NC A&T ,1.5
2011,TX Southern ,1.3
2011,Coppin State ,1.3
2011,Albany State (GA) ,1.2
2011,Oakwood ,1.2
2011,Tuskegee ,1.2
2011,Martin Methodist ,1.2
2011,Tabor ,1.2
2011,Lyon ,1.2
2011,Utah Val St ,1.2
2011,TX-Pan Am ,1.1
2011,Morris College ,1.0
2011,Central Ark ,1.0
2011,SE Oklahoma State ,1.0
2011,Longwood ,1.0
2011,Houston Bap ,1.0
2011,St. Francis (IL) ,0.9
2011,Purdue-Calumet ,0.9
2011,Culver-Stockton ,0.9
2011,Alma College ,0.9
2011,Allen ,0.8
2011,Miss Val St ,0.7
2011,North Dakota ,0.7
2011,Dallas University ,0.7
2011,Southeastern University ,0.7
2011,Oberlin ,0.6
2011,Central Pennsylvania College ,0.5
2011,Georgia Southwestern State ,0.4
2011,NC Central ,0.4
2011,South Dakota ,0.4
2011,Jackson St ,0.4
2011,Howard ,0.3
2011,Beth-Cook ,0.2
2011,Dallas Christian ,0.2
2011,Southeastern College ,0.1
2011,Kean ,0.1
2011,Dickinson PA ,-0.2
2011,Methodist ,-0.2
2011,Emory & Henry ,-0.2
2011,Spring Hill ,-0.2
2011,NJIT ,-0.3
2011,Maryland ES ,-0.4
2011,Alabama St ,-0.5
2011,SUNY-Cobleskill ,-0.6
2011,Voorhees ,-0.7
2011,Anderson (SC) ,-0.7
2011,SIU Edward ,-0.7
2011,Ark Pine Bl ,-0.7
2011,S Car State ,-1.0
2011,Florida A&M ,-1.0
2011,Crowley's Ridge College ,-1.0
2011,Hendrix College ,-1.1
2011,Howard Payne ,-1.2
2011,Grambling St ,-1.4
2011,Trinity College ,-1.5
2011,MacMurray ,-1.7
2011,Chicago St ,-1.9
2011,Hiwassee College ,-2.1
2011,Auburn-Montgomery ,-2.1
2011,Alcorn State ,-2.1
2011,La Sierra University ,-2.3
2011,Alab A&M ,-2.3
2011,Arlington Baptist College ,-2.6
2011,Ecclesia College ,-2.6
2011,Cincinnati Christian ,-2.8
2011,Prairie View ,-2.8
2011,East Texas Baptist ,-3.0
2011,Southern ,-3.2
2011,Hannibal LeGrange College ,-3.4
2011,Washington College ,-3.6
2011,St. Joseph's (ME) ,-3.7
2011,Philadelphia Biblical ,-3.9
2011,New Orleans ,-4.0
2011,Central Baptist ,-4.1
2011,Johnson & Wales (NC) ,-4.3
2011,Greenville ,-5.2
2011,Robert Morris (IL) ,-5.2
2011,New Hope Christian College ,-7.7
2011,Toccoa Falls ,-8.5
2011,Tougaloo ,-10.0
2011,Xavier (LA) ,-10.0
2011,Trinity International ,-11.1
2011,Concordia (IL) ,-11.1
2011,Olivet Nazarene ,-11.1
2011,Arkansas-Monticello ,-12.8
2011,Champion Baptist ,-14.9
2012,Ohio State ,15.0
2012,Michigan St ,14.9
2012,Kansas ,14.5
2012,N Carolina ,13.8
2012,Wisconsin ,13.7
2012,Indiana ,13.7
2012,Kentucky ,13.2
2012,Baylor ,13.2
2012,Duke ,13.1
2012,Michigan ,12.9
2012,Missouri ,12.5
2012,Texas ,12.3
2012,Purdue ,12.2
2012,Kansas St ,12.1
2012,Georgetown ,12.1
2012,Florida ,11.9
2012,Marquette ,11.9
2012,Louisville ,11.8
2012,Syracuse ,11.8
2012,Vanderbilt ,11.4
2012,Connecticut ,11.3
2012,Florida St ,11.3
2012,Illinois ,11.1
2012,Northwestern ,11.1
2012,Iowa State ,11.0
2012,W Virginia ,10.9
2012,Notre Dame ,10.8
2012,Oklahoma St ,10.6
2012,Alabama ,10.5
2012,Villanova ,10.4
2012,Minnesota ,10.4
2012,Cincinnati ,10.3
2012,Miami (FL) ,10.1
2012,Virginia ,10.1
2012,S Florida ,9.8
2012,Seton Hall ,9.8
2012,Tennessee ,9.7
2012,Pittsburgh ,9.7
2012,Memphis ,9.7
2012,Temple ,9.6
2012,NC State ,9.6
2012,VA Tech ,9.6
2012,Iowa ,9.5
2012,Georgia ,9.4
2012,Oklahoma ,9.2
2012,UNLV ,9.2
2012,Nebraska ,9.2
2012,Penn State ,9.0
2012,Xavier ,9.0
2012,Wichita St ,8.8
2012,Mississippi ,8.8
2012,California ,8.7
